"market","coin","coinname"
"okex","Litecoin","Litecoin#okex"
"okex","Bitcoin","Bitcoin#okex"
"okex","Ethereum","Ethereum#okex"
"okex","Bitcoin Cash","Bitcoin Cash#okex"
"okex","Ethereum Classic","Ethereum Classic#okex"
"okex","IoT Chain","IoT Chain#okex"
"okex","aelf","aelf#okex"
"okex","ICON","ICON#okex"
"okex","Qtum","Qtum#okex"
"okex","EOS","EOS#okex"
"okex","Decentraland","Decentraland#okex"
"okex","Bitcoin Gold","Bitcoin Gold#okex"
"okex","Hshare","Hshare#okex"
"okex","IOTA","IOTA#okex"
"okex","Bitcoin Diamond","Bitcoin Diamond#okex"
"okex","Kyber Network","Kyber Network#okex"
"okex","OmiseGO","OmiseGO#okex"
"okex","NEO","NEO#okex"
"okex","Achain","Achain#okex"
"okex","Datum","Datum#okex"
"okex","MicroMoney","MicroMoney#okex"
"okex","Dash","Dash#okex"
"okex","Exchange Union","Exchange Union#okex"
"okex","Zcash","Zcash#okex"
"okex","Genaro Network","Genaro Network#okex"
"okex","TRON","TRON#okex"
"okex","Nuls","Nuls#okex"
"okex","Centra","Centra#okex"
"okex","ProChain","ProChain#okex"
"okex","Bytom","Bytom#okex"
"okex","BLOCKv","BLOCKv#okex"
"okex","FirstBlood","FirstBlood#okex"
"okex","Loopring","Loopring#okex"
"okex","DigiByte","DigiByte#okex"
"okex","FunFair","FunFair#okex"
"okex","TenX","TenX#okex"
"okex","Ripio Credit Network","Ripio Credit Network#okex"
"okex","BitcoinX [Futures]","BitcoinX [Futures]#okex"
"okex","Civic","Civic#okex"
"okex","Storj","Storj#okex"
"okex","SALT","SALT#okex"
"okex","Monaco","Monaco#okex"
"okex","NEM","NEM#okex"
"okex","Gas","Gas#okex"
"okex","Ace","Ace#okex"
"okex","ChainLink","ChainLink#okex"
"okex","Eidoo","Eidoo#okex"
"okex","0x","0x#okex"
"okex","SingularDTV","SingularDTV#okex"
"okex","district0x","district0x#okex"
"okex","Substratum","Substratum#okex"
"okex","Monetha","Monetha#okex"
"okex","DigixDAO","DigixDAO#okex"
"okex","Aventus","Aventus#okex"
"okex","Ark","Ark#okex"
"okex","SONM","SONM#okex"
"okex","Everex","Everex#okex"
"okex","Walton","Walton#okex"
"okex","Request Network","Request Network#okex"
"okex","Santiment Network Token","Santiment Network Token#okex"
"binance","Ripple","Ripple#binance"
"binance","Bitcoin","Bitcoin#binance"
"binance","Verge","Verge#binance"
"binance","Ethereum","Ethereum#binance"
"binance","Bitcoin Cash","Bitcoin Cash#binance"
"binance","TRON","TRON#binance"
"binance","ETHLend","ETHLend#binance"
"binance","ICON","ICON#binance"
"binance","IOTA","IOTA#binance"
"binance","Hshare","Hshare#binance"
"binance","Litecoin","Litecoin#binance"
"binance","VeChain","VeChain#binance"
"binance","aelf","aelf#binance"
"binance","Qtum","Qtum#binance"
"binance","Binance Coin","Binance Coin#binance"
"binance","NEO","NEO#binance"
"binance","Cardano","Cardano#binance"
"binance","SALT","SALT#binance"
"binance","Po.et","Po.et#binance"
"binance","Monaco","Monaco#binance"
"binance","Stellar","Stellar#binance"
"binance","Bread","Bread#binance"
"binance","EOS","EOS#binance"
"binance","Stratis","Stratis#binance"
"binance","Dash","Dash#binance"
"binance","AdEx","AdEx#binance"
"binance","Lisk","Lisk#binance"
"binance","CyberMiles","CyberMiles#binance"
"binance","Etherparty","Etherparty#binance"
"binance","Monero","Monero#binance"
"binance","Ripio Credit Network","Ripio Credit Network#binance"
"binance","Ethereum Classic","Ethereum Classic#binance"
"binance","OmiseGO","OmiseGO#binance"
"binance","BitShares","BitShares#binance"
"binance","Walton","Walton#binance"
"binance","Time New Bank","Time New Bank#binance"
"binance","Power Ledger","Power Ledger#binance"
"binance","Quantstamp","Quantstamp#binance"
"binance","Storj","Storj#binance"
"binance","Centra","Centra#binance"
"binance","Modum","Modum#binance"
"binance","Enigma","Enigma#binance"
"binance","Status","Status#binance"
"binance","ZCoin","ZCoin#binance"
"binance","Substratum","Substratum#binance"
"binance","Decentraland","Decentraland#binance"
"binance","Ethos","Ethos#binance"
"binance","Cindicator","Cindicator#binance"
"binance","Ark","Ark#binance"
"binance","Zcash","Zcash#binance"
"binance","Bitcoin Gold","Bitcoin Gold#binance"
"binance","Gifto","Gifto#binance"
"binance","Lunyr","Lunyr#binance"
"binance","Monetha","Monetha#binance"
"binance","WaBi","WaBi#binance"
"binance","district0x","district0x#binance"
"binance","Komodo","Komodo#binance"
"binance","Bancor","Bancor#binance"
"binance","Viberate","Viberate#binance"
"binance","Aion","Aion#binance"
"binance","Enjin Coin","Enjin Coin#binance"
"binance","Request Network","Request Network#binance"
"binance","AirSwap","AirSwap#binance"
"binance","CoinDash","CoinDash#binance"
"binance","Basic Attention Token","Basic Attention Token#binance"
"binance","Nuls","Nuls#binance"
"binance","0x","0x#binance"
"binance","Metal","Metal#binance"
"binance","ChainLink","ChainLink#binance"
"binance","NAV Coin","NAV Coin#binance"
"binance","Raiden Network Token","Raiden Network Token#binance"
"binance","Ambrosus","Ambrosus#binance"
"binance","FunFair","FunFair#binance"
"binance","Iconomi","Iconomi#binance"
"binance","BlockMason Credit Protocol","BlockMason Credit Protocol#binance"
"binance","Loopring","Loopring#binance"
"binance","Gas","Gas#binance"
"binance","Kyber Network","Kyber Network#binance"
"binance","DigixDAO","DigixDAO#binance"
"binance","Eidoo","Eidoo#binance"
"binance","Waves","Waves#binance"
"binance","Simple Token","Simple Token#binance"
"binance","GXShares","GXShares#binance"
"binance","Everex","Everex#binance"
"binance","SONM","SONM#binance"
"binance","SingularDTV","SingularDTV#binance"
"binance","YOYOW","YOYOW#binance"
"binance","Genesis Vision","Genesis Vision#binance"
"binance","Bitcoin Diamond","Bitcoin Diamond#binance"
"binance","Populous","Populous#binance"
"binance","Aeron","Aeron#binance"
"binance","Tierion","Tierion#binance"
"binance","Neblio","Neblio#binance"
"binance","Moeda Loyalty Points","Moeda Loyalty Points#binance"
"binance","Agrello","Agrello#binance"
"binance","Wings","Wings#binance"
"binance","OAX","OAX#binance"
"bithumb","Ripple","Ripple#bithumb"
"bithumb","Qtum","Qtum#bithumb"
"bithumb","Bitcoin","Bitcoin#bithumb"
"bithumb","EOS","EOS#bithumb"
"bithumb","Bitcoin Cash","Bitcoin Cash#bithumb"
"bithumb","Ethereum","Ethereum#bithumb"
"bithumb","Ethereum Classic","Ethereum Classic#bithumb"
"bithumb","Bitcoin Gold","Bitcoin Gold#bithumb"
"bithumb","Litecoin","Litecoin#bithumb"
"bithumb","Monero","Monero#bithumb"
"bithumb","Dash","Dash#bithumb"
"bithumb","Zcash","Zcash#bithumb"
"bittrex","Nxt","Nxt#bittrex"
"bittrex","Ripple","Ripple#bittrex"
"bittrex","Verge","Verge#bittrex"
"bittrex","ZClassic","ZClassic#bittrex"
"bittrex","Bitcoin","Bitcoin#bittrex"
"bittrex","Ethereum","Ethereum#bittrex"
"bittrex","Cardano","Cardano#bittrex"
"bittrex","Ripio Credit Network","Ripio Credit Network#bittrex"
"bittrex","Bitcoin Cash","Bitcoin Cash#bittrex"
"bittrex","SALT","SALT#bittrex"
"bittrex","Triggers","Triggers#bittrex"
"bittrex","Stratis","Stratis#bittrex"
"bittrex","Qtum","Qtum#bittrex"
"bittrex","Stellar","Stellar#bittrex"
"bittrex","Siacoin","Siacoin#bittrex"
"bittrex","Litecoin","Litecoin#bittrex"
"bittrex","Ardor","Ardor#bittrex"
"bittrex","ReddCoin","ReddCoin#bittrex"
"bittrex","Rise","Rise#bittrex"
"bittrex","Magi","Magi#bittrex"
"bittrex","Syscoin","Syscoin#bittrex"
"bittrex","Voxels","Voxels#bittrex"
"bittrex","Civic","Civic#bittrex"
"bittrex","NEO","NEO#bittrex"
"bittrex","BlackCoin","BlackCoin#bittrex"
"bittrex","TenX","TenX#bittrex"
"bittrex","DigiByte","DigiByte#bittrex"
"bittrex","Sphere","Sphere#bittrex"
"bittrex","OmiseGO","OmiseGO#bittrex"
"bittrex","Golem","Golem#bittrex"
"bittrex","Shift","Shift#bittrex"
"bittrex","Lisk","Lisk#bittrex"
"bittrex","Edgeless","Edgeless#bittrex"
"bittrex","PotCoin","PotCoin#bittrex"
"bittrex","NEM","NEM#bittrex"
"bittrex","ZCoin","ZCoin#bittrex"
"bittrex","Dogecoin","Dogecoin#bittrex"
"bittrex","Monero","Monero#bittrex"
"bittrex","Monaco","Monaco#bittrex"
"bittrex","Zcash","Zcash#bittrex"
"bittrex","Power Ledger","Power Ledger#bittrex"
"bittrex","AdEx","AdEx#bittrex"
"bittrex","HempCoin","HempCoin#bittrex"
"bittrex","CloakCoin","CloakCoin#bittrex"
"bittrex","Dash","Dash#bittrex"
"bittrex","Ethereum Classic","Ethereum Classic#bittrex"
"bittrex","Bancor","Bancor#bittrex"
"bittrex","Status","Status#bittrex"
"bittrex","Bitcoin Gold","Bitcoin Gold#bittrex"
"bittrex","Matchpool","Matchpool#bittrex"
"bittrex","Elastic","Elastic#bittrex"
"bittrex","Musicoin","Musicoin#bittrex"
"bittrex","Waves","Waves#bittrex"
"bittrex","Vertcoin","Vertcoin#bittrex"
"bittrex","PIVX","PIVX#bittrex"
"bittrex","Cofound.it","Cofound.it#bittrex"
"bittrex","Komodo","Komodo#bittrex"
"bittrex","BitBay","BitBay#bittrex"
"bittrex","VeriCoin","VeriCoin#bittrex"
"bittrex","Humaniq","Humaniq#bittrex"
"bittrex","Lunyr","Lunyr#bittrex"
"bittrex","Basic Attention Token","Basic Attention Token#bittrex"
"bittrex","NAV Coin","NAV Coin#bittrex"
"bittrex","FirstBlood","FirstBlood#bittrex"
"bittrex","Ubiq","Ubiq#bittrex"
"bittrex","Byteball Bytes","Byteball Bytes#bittrex"
"bittrex","Enigma","Enigma#bittrex"
"bittrex","Einsteinium","Einsteinium#bittrex"
"bittrex","Ark","Ark#bittrex"
"bittrex","Burst","Burst#bittrex"
"bittrex","SaluS","SaluS#bittrex"
"bittrex","Patientory","Patientory#bittrex"
"bittrex","Expanse","Expanse#bittrex"
"bittrex","DECENT","DECENT#bittrex"
"bittrex","Metal","Metal#bittrex"
"bittrex","DigitalNote","DigitalNote#bittrex"
"bittrex","OKCash","OKCash#bittrex"
"bittrex","ZenCash","ZenCash#bittrex"
"bittrex","Blocknet","Blocknet#bittrex"
"bittrex","Viberate","Viberate#bittrex"
"bittrex","NuBits","NuBits#bittrex"
"bittrex","LBRY Credits","LBRY Credits#bittrex"
"bittrex","UnbreakableCoin","UnbreakableCoin#bittrex"
"bittrex","Memetic / PepeCoin","Memetic / PepeCoin#bittrex"
"bittrex","Augur","Augur#bittrex"
"bittrex","Decentraland","Decentraland#bittrex"
"bittrex","Numeraire","Numeraire#bittrex"
"bittrex","GameCredits","GameCredits#bittrex"
"bittrex","Steem","Steem#bittrex"
"bittrex","MonaCoin","MonaCoin#bittrex"
"bittrex","Internet of People","Internet of People#bittrex"
"bittrex","Syndicate","Syndicate#bittrex"
"bittrex","Groestlcoin","Groestlcoin#bittrex"
"bittrex","Synereo","Synereo#bittrex"
"bittrex","Creditbit","Creditbit#bittrex"
"bittrex","FunFair","FunFair#bittrex"
"bittrex","Decred","Decred#bittrex"
"bittrex","district0x","district0x#bittrex"
"bittrex","Omni","Omni#bittrex"
"bittrex","Viacoin","Viacoin#bittrex"
"bittrex","Radium","Radium#bittrex"
"bittrex","Storj","Storj#bittrex"
"bittrex","Kore","Kore#bittrex"
"bittrex","Particl","Particl#bittrex"
"bittrex","Blocktix","Blocktix#bittrex"
"bittrex","Capricoin","Capricoin#bittrex"
"bittrex","MonetaryUnit","MonetaryUnit#bittrex"
"bittrex","eBoost","eBoost#bittrex"
"bittrex","Quantum Resistant Ledger","Quantum Resistant Ledger#bittrex"
"bittrex","Factom","Factom#bittrex"
"bittrex","Nexus","Nexus#bittrex"
"bittrex","MaidSafeCoin","MaidSafeCoin#bittrex"
"bittrex","Myriad","Myriad#bittrex"
"bittrex","FoldingCoin","FoldingCoin#bittrex"
"bittrex","Dynamic","Dynamic#bittrex"
"bittrex","Swarm City","Swarm City#bittrex"
"bittrex","LoMoCoin","LoMoCoin#bittrex"
"bittrex","BitBean","BitBean#bittrex"
"bittrex","Feathercoin","Feathercoin#bittrex"
"bittrex","SpreadCoin","SpreadCoin#bittrex"
"bittrex","ExclusiveCoin","ExclusiveCoin#bittrex"
"bittrex","PinkCoin","PinkCoin#bittrex"
"bittrex","Wings","Wings#bittrex"
"bittrex","Gnosis","Gnosis#bittrex"
"bittrex","Nexium","Nexium#bittrex"
"bittrex","WeTrust","WeTrust#bittrex"
"bittrex","CannabisCoin","CannabisCoin#bittrex"
"bittrex","Gulden","Gulden#bittrex"
"bittrex","Legends Room","Legends Room#bittrex"
"bittrex","DopeCoin","DopeCoin#bittrex"
"bittrex","Global Currency Reserve","Global Currency Reserve#bittrex"
"bittrex","Steem Dollars","Steem Dollars#bittrex"
"bittrex","Circuits of Value","Circuits of Value#bittrex"
"bittrex","Aragon","Aragon#bittrex"
"bittrex","ClubCoin","ClubCoin#bittrex"
"bittrex","NeosCoin","NeosCoin#bittrex"
"bittrex","Mysterium","Mysterium#bittrex"
"bittrex","2GIVE","2GIVE#bittrex"
"bittrex","ArtByte","ArtByte#bittrex"
"bittrex","BitcoinDark","BitcoinDark#bittrex"
"bittrex","ParkByte","ParkByte#bittrex"
"bittrex","Agoras Tokens","Agoras Tokens#bittrex"
"bittrex","Startcoin","Startcoin#bittrex"
"bittrex","Aeon","Aeon#bittrex"
"bittrex","Mercury","Mercury#bittrex"
"bittrex","Peercoin","Peercoin#bittrex"
"bittrex","Counterparty","Counterparty#bittrex"
"bittrex","Bitcrystals","Bitcrystals#bittrex"
"bittrex","BitSend","BitSend#bittrex"
"bittrex","iExec RLC","iExec RLC#bittrex"
"bittrex","Stealthcoin","Stealthcoin#bittrex"
"bittrex","GridCoin","GridCoin#bittrex"
"bittrex","DigixDAO","DigixDAO#bittrex"
"bittrex","TransferCoin","TransferCoin#bittrex"
"bittrex","Databits","Databits#bittrex"
"bittrex","ION","ION#bittrex"
"bittrex","Golos","Golos#bittrex"
"bittrex","Diamond","Diamond#bittrex"
"bittrex","SIBCoin","SIBCoin#bittrex"
"bittrex","FlorinCoin","FlorinCoin#bittrex"
"bittrex","Influxcoin","Influxcoin#bittrex"
"bittrex","Bytecent","Bytecent#bittrex"
"bittrex","Crown","Crown#bittrex"
"bittrex","Project Decorum","Project Decorum#bittrex"
"bittrex","Qwark","Qwark#bittrex"
"bittrex","Energycoin","Energycoin#bittrex"
"bittrex","vTorrent","vTorrent#bittrex"
"bittrex","e-Gulden","e-Gulden#bittrex"
"bittrex","EuropeCoin","EuropeCoin#bittrex"
"bittrex","WhiteCoin","WhiteCoin#bittrex"
"bittrex","Sequence","Sequence#bittrex"
"bittrex","I/O Coin","I/O Coin#bittrex"
"bittrex","Gambit","Gambit#bittrex"
"bittrex","Emercoin","Emercoin#bittrex"
"bittrex","Incent","Incent#bittrex"
"bittrex","Auroracoin","Auroracoin#bittrex"
"bittrex","Blitzcash","Blitzcash#bittrex"
"bittrex","SolarCoin","SolarCoin#bittrex"
"bittrex","adToken","adToken#bittrex"
"bittrex","Curecoin","Curecoin#bittrex"
"bittrex","SingularDTV","SingularDTV#bittrex"
"bittrex","Rubycoin","Rubycoin#bittrex"
"bittrex","GeoCoin","GeoCoin#bittrex"
"bittrex","EverGreenCoin","EverGreenCoin#bittrex"
"bittrex","Vcash","Vcash#bittrex"
"bittrex","Breakout","Breakout#bittrex"
"bittrex","Melon","Melon#bittrex"
"bittrex","Bitswift","Bitswift#bittrex"
"bittrex","Golos Gold","Golos Gold#bittrex"
"bittrex","GoldCoin","GoldCoin#bittrex"
"bittrex","VeriumReserve","VeriumReserve#bittrex"
"bittrex","Clams","Clams#bittrex"
"bittrex","Pesetacoin","Pesetacoin#bittrex"
"bittrex","Tokes","Tokes#bittrex"
"bittrex","Synergy","Synergy#bittrex"
"bittrex","TrustPlus","TrustPlus#bittrex"
"bittrex","APX","APX#bittrex"
"bittrex","FairCoin","FairCoin#bittrex"
"bittrex","Breakout Stake","Breakout Stake#bittrex"
"bitfinex","Bitcoin","Bitcoin#bitfinex"
"bitfinex","Ripple","Ripple#bitfinex"
"bitfinex","Ethereum","Ethereum#bitfinex"
"bitfinex","IOTA","IOTA#bitfinex"
"bitfinex","Tether","Tether#bitfinex"
"bitfinex","Bitcoin Cash","Bitcoin Cash#bitfinex"
"bitfinex","Litecoin","Litecoin#bitfinex"
"bitfinex","EOS","EOS#bitfinex"
"bitfinex","NEO","NEO#bitfinex"
"bitfinex","Monero","Monero#bitfinex"
"bitfinex","Ethereum Classic","Ethereum Classic#bitfinex"
"bitfinex","Dash","Dash#bitfinex"
"bitfinex","OmiseGO","OmiseGO#bitfinex"
"bitfinex","Zcash","Zcash#bitfinex"
"bitfinex","Bitcoin Gold","Bitcoin Gold#bitfinex"
"bitfinex","Metaverse ETP","Metaverse ETP#bitfinex"
"bitfinex","Qtum","Qtum#bitfinex"
"bitfinex","Status","Status#bitfinex"
"bitfinex","Eidoo","Eidoo#bitfinex"
"bitfinex","Golem","Golem#bitfinex"
"bitfinex","Santiment Network Token","Santiment Network Token#bitfinex"
"bitfinex","Streamr DATAcoin","Streamr DATAcoin#bitfinex"
"bitfinex","BT2 [CST]","BT2 [CST]#bitfinex"
"bitfinex","YOYOW","YOYOW#bitfinex"
"bitfinex","QASH","QASH#bitfinex"
"bitfinex","Aventus","Aventus#bitfinex"
"bitfinex","BT1 [CST]","BT1 [CST]#bitfinex"
"bitfinex","Bitcoin Unlimited (Futures)","Bitcoin Unlimited (Futures)#bitfinex"
"bitmex","Bitcoin","Bitcoin#bitmex"
"gdax","Bitcoin","Bitcoin#gdax"
"gdax","Litecoin","Litecoin#gdax"
"gdax","Ethereum","Ethereum#gdax"
"gdax","Bitcoin Cash","Bitcoin Cash#gdax"
"poloniex","Ripple","Ripple#poloniex"
"poloniex","Bitcoin","Bitcoin#poloniex"
"poloniex","Nxt","Nxt#poloniex"
"poloniex","Ethereum","Ethereum#poloniex"
"poloniex","Bitcoin Cash","Bitcoin Cash#poloniex"
"poloniex","Stellar","Stellar#poloniex"
"poloniex","Litecoin","Litecoin#poloniex"
"poloniex","Monero","Monero#poloniex"
"poloniex","NEM","NEM#poloniex"
"poloniex","Siacoin","Siacoin#poloniex"
"poloniex","DigiByte","DigiByte#poloniex"
"poloniex","Stratis","Stratis#poloniex"
"poloniex","Ethereum Classic","Ethereum Classic#poloniex"
"poloniex","BitShares","BitShares#poloniex"
"poloniex","Lisk","Lisk#poloniex"
"poloniex","Dash","Dash#poloniex"
"poloniex","Dogecoin","Dogecoin#poloniex"
"poloniex","Ardor","Ardor#poloniex"
"poloniex","Zcash","Zcash#poloniex"
"poloniex","Golem","Golem#poloniex"
"poloniex","PotCoin","PotCoin#poloniex"
"poloniex","OmiseGO","OmiseGO#poloniex"
"poloniex","Syscoin","Syscoin#poloniex"
"poloniex","MaidSafeCoin","MaidSafeCoin#poloniex"
"poloniex","Bytecoin","Bytecoin#poloniex"
"poloniex","Civic","Civic#poloniex"
"poloniex","Burst","Burst#poloniex"
"poloniex","Vertcoin","Vertcoin#poloniex"
"poloniex","Omni","Omni#poloniex"
"poloniex","Augur","Augur#poloniex"
"poloniex","BlackCoin","BlackCoin#poloniex"
"poloniex","Einsteinium","Einsteinium#poloniex"
"poloniex","Factom","Factom#poloniex"
"poloniex","Steem","Steem#poloniex"
"poloniex","0x","0x#poloniex"
"poloniex","Expanse","Expanse#poloniex"
"poloniex","LBRY Credits","LBRY Credits#poloniex"
"poloniex","GameCredits","GameCredits#poloniex"
"poloniex","NAV Coin","NAV Coin#poloniex"
"poloniex","VeriCoin","VeriCoin#poloniex"
"poloniex","Decred","Decred#poloniex"
"poloniex","FoldingCoin","FoldingCoin#poloniex"
"poloniex","Nexium","Nexium#poloniex"
"poloniex","Synereo","Synereo#poloniex"
"poloniex","Primecoin","Primecoin#poloniex"
"poloniex","BitcoinDark","BitcoinDark#poloniex"
"poloniex","Gas","Gas#poloniex"
"poloniex","Viacoin","Viacoin#poloniex"
"poloniex","Pascal Coin","Pascal Coin#poloniex"
"poloniex","NeosCoin","NeosCoin#poloniex"
"poloniex","Clams","Clams#poloniex"
"poloniex","Storj","Storj#poloniex"
"poloniex","Gnosis","Gnosis#poloniex"
"poloniex","PinkCoin","PinkCoin#poloniex"
"poloniex","GridCoin","GridCoin#poloniex"
"poloniex","Peercoin","Peercoin#poloniex"
"poloniex","FlorinCoin","FlorinCoin#poloniex"
"poloniex","Radium","Radium#poloniex"
"poloniex","Bitcrystals","Bitcrystals#poloniex"
"poloniex","Counterparty","Counterparty#poloniex"
"poloniex","Bitmark","Bitmark#poloniex"
"poloniex","Bela","Bela#poloniex"
"poloniex","Riecoin","Riecoin#poloniex"
"poloniex","HunterCoin","HunterCoin#poloniex"
"poloniex","Namecoin","Namecoin#poloniex"
"poloniex","Bitcoin Plus","Bitcoin Plus#poloniex"
"poloniex","Steem Dollars","Steem Dollars#poloniex"
"poloniex","Vcash","Vcash#poloniex"
"huobi","Bitcoin","Bitcoin#huobi"
"huobi","Ripple","Ripple#huobi"
"huobi","Bitcoin Cash","Bitcoin Cash#huobi"
"huobi","Qtum","Qtum#huobi"
"huobi","Ethereum","Ethereum#huobi"
"huobi","Litecoin","Litecoin#huobi"
"huobi","SmartMesh","SmartMesh#huobi"
"huobi","aelf","aelf#huobi"
"huobi","EOS","EOS#huobi"
"huobi","Ethereum Classic","Ethereum Classic#huobi"
"huobi","VeChain","VeChain#huobi"
"huobi","OmiseGO","OmiseGO#huobi"
"huobi","Dash","Dash#huobi"
"huobi","WAX","WAX#huobi"
"huobi","Zcash","Zcash#huobi"
"huobi","Hshare","Hshare#huobi"
"huobi","Ripio Credit Network","Ripio Credit Network#huobi"
"huobi","IoT Chain","IoT Chain#huobi"
"huobi","Civic","Civic#huobi"
"huobi","Nebulas","Nebulas#huobi"
"huobi","DigixDAO","DigixDAO#huobi"
"huobi","SALT","SALT#huobi"
"huobi","Monaco","Monaco#huobi"
"huobi","Kyber Network","Kyber Network#huobi"
"huobi","NEO","NEO#huobi"
"huobi","Basic Attention Token","Basic Attention Token#huobi"
"huobi","Gas","Gas#huobi"
"huobi","CyberMiles","CyberMiles#huobi"
"huobi","Bytom","Bytom#huobi"
"huobi","Raiden Network Token","Raiden Network Token#huobi"
"huobi","Bitcoin Gold","Bitcoin Gold#huobi"
"huobi","Decentraland","Decentraland#huobi"
"huobi","Time New Bank","Time New Bank#huobi"
"huobi","Quantstamp","Quantstamp#huobi"
"huobi","TenX","TenX#huobi"
"huobi","BitcoinX [Futures]","BitcoinX [Futures]#huobi"
"huobi","QASH","QASH#huobi"
"huobi","Bitcoin Diamond","Bitcoin Diamond#huobi"
"huobi","Super Bitcoin","Super Bitcoin#huobi"
"huobi","Storj","Storj#huobi"
"huobi","Golem","Golem#huobi"
"huobi","Tierion","Tierion#huobi"
"huobi","Metal","Metal#huobi"
"huobi","Status","Status#huobi"
"huobi","0x","0x#huobi"
"huobi","AirSwap","AirSwap#huobi"
"bitstamp","Bitcoin","Bitcoin#bitstamp"
"bitstamp","Ripple","Ripple#bitstamp"
"bitstamp","Ethereum","Ethereum#bitstamp"
"bitstamp","Litecoin","Litecoin#bitstamp"
"bitstamp","Bitcoin Cash","Bitcoin Cash#bitstamp"
"hitbtc","Bitcoin Cash","Bitcoin Cash#hitbtc"
"hitbtc","Bitcoin","Bitcoin#hitbtc"
"hitbtc","Ethereum","Ethereum#hitbtc"
"hitbtc","Monero","Monero#hitbtc"
"hitbtc","Dash","Dash#hitbtc"
"hitbtc","Zcash","Zcash#hitbtc"
"hitbtc","Ripple","Ripple#hitbtc"
"hitbtc","Nxt","Nxt#hitbtc"
"hitbtc","Bitcoin Gold","Bitcoin Gold#hitbtc"
"hitbtc","Litecoin","Litecoin#hitbtc"
"hitbtc","DigitalNote","DigitalNote#hitbtc"
"hitbtc","Bytecoin","Bytecoin#hitbtc"
"hitbtc","NEM","NEM#hitbtc"
"hitbtc","Verge","Verge#hitbtc"
"hitbtc","Cappasity","Cappasity#hitbtc"
"hitbtc","EOS","EOS#hitbtc"
"hitbtc","TRON","TRON#hitbtc"
"hitbtc","Ormeus Coin","Ormeus Coin#hitbtc"
"hitbtc","Ardor","Ardor#hitbtc"
"hitbtc","BitConnect","BitConnect#hitbtc"
"hitbtc","Storm","Storm#hitbtc"
"hitbtc","SegWit2x [Futures]","SegWit2x [Futures]#hitbtc"
"hitbtc","NEO","NEO#hitbtc"
"hitbtc","Ethereum Classic","Ethereum Classic#hitbtc"
"hitbtc","Dogecoin","Dogecoin#hitbtc"
"hitbtc","Lisk","Lisk#hitbtc"
"hitbtc","Dent","Dent#hitbtc"
"hitbtc","Emercoin","Emercoin#hitbtc"
"hitbtc","MaidSafeCoin","MaidSafeCoin#hitbtc"
"hitbtc","Viberate","Viberate#hitbtc"
"hitbtc","Bancor","Bancor#hitbtc"
"hitbtc","SunContract","SunContract#hitbtc"
"hitbtc","Stox","Stox#hitbtc"
"hitbtc","Stratis","Stratis#hitbtc"
"hitbtc","Dentacoin","Dentacoin#hitbtc"
"hitbtc","Cryptopay","Cryptopay#hitbtc"
"hitbtc","Centra","Centra#hitbtc"
"hitbtc","Xaurum","Xaurum#hitbtc"
"hitbtc","AirToken","AirToken#hitbtc"
"hitbtc","NAGA","NAGA#hitbtc"
"hitbtc","SportyFi","SportyFi#hitbtc"
"hitbtc","ETHLend","ETHLend#hitbtc"
"hitbtc","Worldcore","Worldcore#hitbtc"
"hitbtc","Edgeless","Edgeless#hitbtc"
"hitbtc","AdEx","AdEx#hitbtc"
"hitbtc","Polybius","Polybius#hitbtc"
"hitbtc","Tezos (Pre-Launch)","Tezos (Pre-Launch)#hitbtc"
"hitbtc","Status","Status#hitbtc"
"hitbtc","Substratum","Substratum#hitbtc"
"hitbtc","VeChain","VeChain#hitbtc"
"hitbtc","Hive","Hive#hitbtc"
"hitbtc","DIMCOIN","DIMCOIN#hitbtc"
"hitbtc","Rivetz","Rivetz#hitbtc"
"hitbtc","VIBE","VIBE#hitbtc"
"hitbtc","Kubera Coin","Kubera Coin#hitbtc"
"hitbtc","Loopring","Loopring#hitbtc"
"hitbtc","LAToken","LAToken#hitbtc"
"hitbtc","Siacoin","Siacoin#hitbtc"
"hitbtc","Veritaseum","Veritaseum#hitbtc"
"hitbtc","DigiByte","DigiByte#hitbtc"
"hitbtc","ICON [Futures]","ICON [Futures]#hitbtc"
"hitbtc","Cryptonex","Cryptonex#hitbtc"
"hitbtc","Hedge","Hedge#hitbtc"
"hitbtc","0x","0x#hitbtc"
"hitbtc","BitDice","BitDice#hitbtc"
"hitbtc","Po.et","Po.et#hitbtc"
"hitbtc","bitJob","bitJob#hitbtc"
"hitbtc","CoinDash","CoinDash#hitbtc"
"hitbtc","DECENT","DECENT#hitbtc"
"hitbtc","Qtum","Qtum#hitbtc"
"hitbtc","SmartCash","SmartCash#hitbtc"
"hitbtc","Metaverse ETP","Metaverse ETP#hitbtc"
"hitbtc","Matchpool","Matchpool#hitbtc"
"hitbtc","OmiseGO","OmiseGO#hitbtc"
"hitbtc","Populous","Populous#hitbtc"
"hitbtc","COSS","COSS#hitbtc"
"hitbtc","Propy","Propy#hitbtc"
"hitbtc","Exchange Union","Exchange Union#hitbtc"
"hitbtc","Enjin Coin","Enjin Coin#hitbtc"
"hitbtc","Walton","Walton#hitbtc"
"hitbtc","Nimiq","Nimiq#hitbtc"
"hitbtc","iXledger","iXledger#hitbtc"
"hitbtc","ICOS","ICOS#hitbtc"
"hitbtc","Mothership","Mothership#hitbtc"
"hitbtc","Ethos","Ethos#hitbtc"
